,timestamp,open,high,low,close,volume
0,1980-12-12,0.10060007870197296,0.10103744607517037,0.10060007870197296,0.10060007870197296,469033600
1,1980-12-15,0.09578904834888398,0.09578904834888398,0.0953516811132431,0.0953516811132431,175884800
2,1980-12-16,0.08879043651042237,0.08879043651042237,0.08835307508707047,0.08835307508707047,105728000
3,1980-12-17,0.09053990244865417,0.0909772697531987,0.09053990244865417,0.09053990244865417,86441600
4,1980-12-18,0.09316486120224,0.09360222259218547,0.09316486120224,0.09316486120223999,73449600
5,1980-12-19,0.09885060042142868,0.09928796770406753,0.09885060042142868,0.09885060042142868,48630400
6,1980-12-22,0.10366158187389374,0.10409973154286895,0.10366158187389374,0.10366158187389374,37363200
7,1980-12-23,0.10803604871034622,0.10847341603839192,0.10803604871034622,0.10803604871034622,46950400
8,1980-12-24,0.11372181773185731,0.11415918517065006,0.11372181773185731,0.1137218177318573,48003200
9,1980-12-26,0.12421924620866777,0.12465661328652243,0.12421924620866777,0.12421924620866776,55574400
10,1980-12-29,0.125968798995018,0.12640616640672417,0.125968798995018,0.125968798995018,93161600
11,1980-12-30,0.12334456199142745,0.12334456199142745,0.12290720641613007,0.12290720641613007,68880000
12,1980-12-31,0.11984568425740647,0.11984568425740647,0.11940831691026688,0.11940831691026688,35750400
13,1981-01-02,0.12072037160396576,0.12159510603979559,0.12072037160396576,0.12072037160396576,21660800
14,1981-01-05,0.11853354323443413,0.11853354323443413,0.11809618771076202,0.11809618771076202,35728000
15,1981-01-06,0.11328444227412818,0.11328444227412818,0.11284707486629486,0.11284707486629486,45158400
16,1981-01-07,0.10847341603839192,0.10847341603839192,0.10803604871034622,0.10803604871034622,55686400
17,1981-01-08,0.10628659938308924,0.10628659938308924,0.1058492437005043,0.1058492437005043,39827200
18,1981-01-09,0.11153494566679002,0.11197231292304115,0.11153494566679002,0.11153494566679001,21504000
19,1981-01-12,0.11153491796627138,0.11153491796627138,0.11066019535064697,0.11066019535064697,23699200
